PMID,DOI,PubMed URL,Title,Abstract,Authors,Publication Year,Journal,Publication Types,Language,MeSH Terms,Keywords,Screening Decision,Exclusion Reason,Screening Notes
42222908,10.1080/13607863.2026.2674971,https://pubmed.ncbi.nlm.nih.gov/42222908/,Online safety challenges in dementia and mild cognitive impairment: a scoping review.,"OBJECTIVES: People with dementia or mild cognitive impairment (MCI) are increasingly using the internet, but cognitive and functional changes may amplify online safety risks. This scoping review mapped academic evidence and publicly available guidance on online safety for people affected by dementia/MCI.
METHOD: In April 2025, seven databases and Google Scholar were searched for academic studies. Publicly available guidance was identified via Google and targeted searches of relevant organisations. Academic studies were synthesized narratively, and public resources underwent content analysis.
RESULTS: Of 2,014 academic articles screened, 13 were included. Studies were organised into three themes: 1) 'Vulnerability to scams and misinformation', including cybercrime victimisation, malicious links, inadvertent sharing of personal details, and misleading content; 2) 'Online harms', including psychological distress from negative interactions and upsetting content; and 3) 'Safeguarding approaches', characterised by labour-intensive, carer-led monitoring and reactive strategies. The 14 publicly available resources focused primarily on email, social media, and scams, but offered limited guidance on managing distressing content, misinformation, online abuse, or decisions around sharing login information.
CONCLUSION: Evidence on online safety for people with dementia/MCI remains limited. Our review highlights the importance of co-designed online safety initiatives, effective moderation, improved technology design, and policy supporting safe digital engagement.",Catherine V Talbot; Gemma Lovett; Michelle Heward; John McAlaney; Melissa Brunner; Esther V Loseto-Gerritzen,2026,Aging & mental health,Journal Article; Review,eng,,Cognitive impairment; cybersecurity; digital literacy; internet; online harm,,,
42171614,10.1080/08959420.2026.2673826,https://pubmed.ncbi.nlm.nih.gov/42171614/,The Limits of Signposting: Financial Capacity and Responsibility in Later Life Social Care.,"The ability to manage money is crucial for independent living in later life, yet financial capacity often declines with age and cognitive impairment. This study explored how social care practitioners in England understand and enact responsibilities when older people experience difficulties managing money. Data from 28 semi-structured interviews with practitioners across local authorities, housing, homecare and voluntary organizations were analyzed via thematic analysis and triangulated with 19 professional guidance documents. Practitioners commonly recognized financial difficulties but felt untrained and uncertain about their role. Most reported ""signposting,"" i.e. directing older people elsewhere rather than offering support, despite often not knowing which services could help. Professional guidance emphasized empowerment and safeguarding but provided little practical direction for routine financial support. The paper argues that signposting functions as an institutional mechanism that deflects responsibility for financial wellbeing, leaving many older people in a ""missing middle"" between financial inclusion policy and safeguarding. Strength-based approaches risk reinforcing this neglect. Policies should clarify practitioner roles, expand workforce training on financial capacity, and integrate social care with financial inclusion and consumer protection agendas. Supporting financial capability in the presence of cognitive decline must become a core element of aging and social care policy.",Alex Hall; Debora Price; Christina Straub; Nicola Glover-Thomas,2026,Journal of aging & social policy,Journal Article,eng,,Cognitive decline; dementia; finance; financial capacity; financial inclusion; instrumental activities of daily living; mental capacity; money management; signposting; social care,,,
42143672,10.1080/08959420.2026.2673828,https://pubmed.ncbi.nlm.nih.gov/42143672/,Supporting and Representing Older Adults in Healthcare and Financial Matters: Experiences of Informal Caregivers in the Netherlands with Decision-Making and Legal Measures.,"As populations age, more older adults require support with decision-making, often relying on informal caregivers. This multi-methods study explores how informal caregivers in the Netherlands participate in healthcare and financial decision-making for older adults, what factors are associated with their involvement in the decision-making process, and how different legal measures facilitate their participation in decision-making. Drawing on survey data from 815 caregivers and 13 in-depth interviews, the study identifies various types of involvement - from supported to substituted decision-making - with mutual decision-making as a distinct category. Participation is affected by the type, complexity and impact of decisions, the older adult's decision-making abilities, wishes and preferences, and the involvement of others. The need for legal authority varies by relationship and caregiving role. While ex lege measures generally suffice for medical decisions, financial matters often require voluntary measures, which appear inconsistently recognized in practice. When voluntary arrangements are not feasible, adult guardianship measures may offer legal clarity. Although some international rights bodies call for the abolition of substituted decision-making regimes like adult guardianship, this study highlights their practicality in certain contexts. The findings call for legal and policy frameworks that both empower informal caregivers and safeguard the well-being of older adults.",R Nieuwboer; T C Peetoom; C C J H Bijleveld; S Teunisse; E M Sizoo,2026,Journal of aging & social policy,Journal Article,eng,,Adult guardianship measures; cognitive decline; ex lege measures; informal caregivers; legal representatives; substituted decision-making; supported decision-making; voluntary measures,,,
41863328,10.1093/geronb/gbag046,https://pubmed.ncbi.nlm.nih.gov/41863328/,The Social Iowa Gambling Task: a promising tool for assessing deception detection in real-world contexts in adulthood.,"OBJECTIVES: Deception detection represents a complex form of social decision making under uncertainty with real-world consequences. Yet reliable tools to identify vulnerability to fraud and exploitation, marked by large individual variability, particularly among older adults, remain limited. Using a short, scalable laboratory task, the Social Iowa Gambling Task (sIGT), we tested whether adaptive social decision making predicts interpersonal and technologically mediated deception detection.
METHODS: Younger and older adults from a single cohort (Lie Task: N = 153; Deepfake Task: N = 149) completed the sIGT, assessing decision-making in the presence of congruent or incongruent facial trustworthiness cues. Participants judged the veracity of emotional pleas (Lie Task) and face images (Deepfake Task). Deception detection accuracy was analyzed using generalized linear mixed-effects models.
RESULTS: Higher sIGT performance predicted greater lie detection accuracy for deceptive, but not truthful, videos, indicating selective sensitivity to misleading cues. Performance under incongruent facial-cue conditions, requiring resistance to trustworthiness bias, showed a stronger relationship with Lie Task accuracy. For the Deepfake Task, higher sIGT scores were associated with greater discernment of deepfakes from real faces, without moderation by facial-cue condition. For both tasks, predictive effects of sIGT performance were age-invariant.
DISCUSSION: Study findings indicate that adaptive social decision-making can predict abilities to detect deception perpetrated through lying and AI-based deepfakes. Results suggest that the ability to adapt under conflicting social cues appears central to resisting lies. As a brief, standardized, and scalable laboratory measure, the sIGT shows promise for identifying individual vulnerability to deception and guiding tailored intervention strategies.",Vanessa Frei; Nichole R Lighthall; Ryan Faulkner; Dalia El-Shafie; Tian Lin; Leanne Ten Brinke; Robert C Wilson; Natalie C Ebner,2026,"The journals of gerontology. Series B, Psychological sciences and social sciences",Journal Article,eng,Humans; Female; Male; Aged; Decision Making; Adult; Deception; Young Adult; Gambling / psychology; Cues; Lie Detection / psychology; Middle Aged; Trust / psychology; Facial Recognition; Facial Expression,Adaptive social decision making; Cognitive flexibility; Ecological validity; Susceptibility to deception; Truth bias,,,
42083879,10.1177/13872877251394324,https://pubmed.ncbi.nlm.nih.gov/42083879/,The association of adverse childhood experiences and life course relationship quality with late-life cognitive health: Moderation by race/ethnicity and gender.,"BackgroundAdverse childhood experiences (ACEs) may increase Alzheimer's disease risk. How particular ACEs differentially relate to cognition and what role life course relationship quality (LCRQ) plays are unclear.ObjectiveAssess how ACEs subgroups relate to cognition and whether associations are impacted by LCRQ.MethodsAdults (ages 50-64 at baseline) from the Health and Retirement Study participated (n = 3225; 2006/2008 = baseline; 2018/2020 = follow-up). Latent class and profile analyses identified ACEs and LCRQ subgroups, respectively. Linear and multinomial logistic regressions related ACEs and LCRQ subgroups to global cognition, cognitive impairment, not dementia (CIND), and dementia at follow-up.ResultsWe identified 4 ACEs (High Adversity, Family Disruptions, Elevated Household Trauma, Low Adversity) and 3 LCRQ (""Strong"", ""Mixed"", ""Weak"" Ties) classes. Racially/ethnically minoritized adults were more likely to belong to Family Disruptions and Weak Ties classes than White adults. Participants with Family Disruptions (versus Low Adversity) had worse cognition (global: b = -0.78, 95% CI [-1.19;-0.37]; CIND: RRR = 1.50, 95% CI [1.13;1.99]); controlling for LCRQ and sociodemographics attenuated associations. Participants with Weak Ties (versus Strong) had worse cognition (global: b = -2.90, 95% CI [-3.53;-2.26]; CIND: RRR = 3.16, 95% CI [2.12;4.70]; dementia: RRR = 3.64, 95% CI [1.92;6.90]); associations were not explained by covariates.ConclusionsFamily Disruptions negatively impacted cognition, but associations were attenuated by sociodemographics. Assessing life course resources as contributors to resilience may help explain the untenable ACEs-cognition association. However, negative LCRQ was consistently harmful to cognition. Targeting life course social relationships may benefit cognition.",Monica E Walters; Roger Wong; Kiana A Scambray; Toni C Antonucci; Wassim Tarraf,2026,Journal of Alzheimer's disease : JAD,Journal Article,eng,,Alzheimer's disease; adverse childhood experiences; cognition; dementia; family; health inequities; interpersonal relations; life course perspective,,,
42204867,10.1002/alz.71461,https://pubmed.ncbi.nlm.nih.gov/42204867/,Do white matter hyperintensities account for the relationship between discrimination and memory?,"INTRODUCTION: Racial discrimination (RD) relates to poorer memory, but underlying mechanisms are unclear.
METHODS: Participants included 321 Black adults age 55+ from the Michigan Cognitive Aging Project. RD was operationalized with the Major Experiences of Lifetime Discrimination scale. Subjective memory was measured with the Memory Functioning Questionnaire. Episodic memory was a composite of list learning, story memory, and visual memory tests. White matter hyperintensities (WMHs) were quantified from T2 fluid-attenuated inversion recovery (FLAIR) images. Mediation models examined whether WMHs mediate the associations of racial discrimination on subjective and objective memory.
RESULTS: More RD was associated with higher WMH volume. In turn, higher WMH volume was associated with worse objective, but not subjective, memory. Independent of WMH, more RD was associated with worse subjective, but not objective, memory.
DISCUSSION: RD is an important intervention target to improve cognitive health equity and reduce WMH burden. RD may influence objective memory through vascular and/or inflammatory mechanisms.",Robrielle M Pierce; Kiana A Scambray; Jordan D Palms; Monica Walters; Ketlyne Sol; Noah Green; Sanaa Stough Lacking; Mohamad Alshiko; Adam Brickman; Laura B Zahodne,2026,Alzheimer's & dementia : the journal of the Alzheimer's Association,Journal Article,eng,"Humans; White Matter / pathology, diagnostic imaging; Female; Magnetic Resonance Imaging; Memory / physiology; Male; Aged; Racism / psychology; Middle Aged; Black or African American; Neuropsychological Tests; Memory, Episodic",cognition; episodic memory; health disparities; older adults; subjective memory; white matter hyperintensities,,,
41175412,10.1080/07317115.2025.2581762,https://pubmed.ncbi.nlm.nih.gov/41175412/,Objective and Subjective Visual Difficulties and Financial Exploitation in Older Adults.,"OBJECTIVES: Financial exploitation (FE) is associated with negative social and health consequences. This study examined the relationship between objective/subjective vision abilities and FE vulnerability among older adults.
METHODS: 97 community-dwelling older adults aged 60 and over completed self-report questionnaires assessing subjective vision difficulties, FE vulnerability, and history of FE experiences. Additionally, participants underwent objective vision assessments (distance, near and contrast sensitivity) conducted by a certified gerontological optometrist.
RESULTS: Multiple linear regression and logistic regression models showed that self-reported vision difficulties were associated with FE vulnerability (β = .355, p < .001) and self-reported FE experiences (OR = 7.866, p = .005), while objective vision measures were not.
CONCLUSIONS: Self-perceived vision difficulties are more strongly linked to FE than objective measures. Subjective vision may reflect a cognitive averaging of vision ability not fully captured in well-controlled environments characteristic of objective assessments.
CLINICAL IMPLICATIONS: These findings advance our understanding of FE risk factors by highlighting the importance of subjective vision abilities, and suggest practical approaches for identifying and supporting at-risk older adults through patient-reported visual assessments.",Nava Mironi; Gali H Weissberger; Yoav S Bergman,2026,Clinical gerontologist,Journal Article,eng,"Humans; Aged; Male; Female; Vision Disorders / psychology, diagnosis, epidemiology; Self Report; Surveys and Questionnaires; Aged, 80 and over; Independent Living; Middle Aged; Risk Factors; Visual Acuity; Vision Tests; Elder Abuse",Financial exploitation; objective vision; subjective vision; visual abilities,,,
40251122,10.1080/07317115.2025.2493254,https://pubmed.ncbi.nlm.nih.gov/40251122/,The Impact of Behavioral and Psychological Symptoms on Financial Decision-Making Capacity in Mild to Moderate Dementia.,"OBJECTIVES: The study aims to assess the impact of behavioral and psychological symptoms on financial decision-making in individuals with mild to moderate dementia.
METHODS: A cross-sectional quantitative study assessed cognitive status, behavioral and psychological symptoms as well as financial capacities. A multiple regression hierarchical model determined the relative contributions of demographic, cognitive, and behavioral and psychological symptoms to financial capacity.
RESULTS: A total of 87 participants, with a median age of 84 years, were included in the study. Nearly all participants (94.5%) exhibited one or more behavioral and psychological symptoms. Greater dementia severity, increased behavioral and psychological symptoms, and lower educational levels were associated with poorer financial capacity.
CONCLUSIONS: This study underlines the impact of behavioral and psychological symptoms on financial decision-making in individuals with mild to moderate dementia, even when accounting education and dementia severity. Further research is necessary to elucidate the connection between these symptoms and financial capacity.
CLINICAL IMPLICATIONS: The critical need for early diagnosis of dementia and its associated behavioral and psychological symptoms is highlighted. Additionally, implementing timely behavioral and psychological management strategies and encouraging patients to engage in lifetime intellectual enrichment may be helpful for preserving financial capacity and promoting independence in individuals with dementia.",Valeska Delineau; Ana Rita Ferreira; Ivone Duarte; Luísa Castro; Lia Fernandes,2026,Clinical gerontologist,Journal Article,eng,"Humans; Dementia / psychology, economics, diagnosis; Male; Female; Decision Making; Cross-Sectional Studies; Aged, 80 and over; Aged; Severity of Illness Index; Neuropsychological Tests; Behavioral Symptoms / psychology",BPSD; dementia; financial decision-making capacity,,,
42136946,10.3389/frdem.2026.1730124,https://pubmed.ncbi.nlm.nih.gov/42136946/,Cognitive and brain volume correlates of financial literacy assessment in Greek persons with amnestic Mild Cognitive Impairment: a preliminary study.,"BACKGROUND: Financial literacy is a crucial skill for the aging population. However, so far we have no data coming from Greece regarding financial literacy and cognitive and brain correlates in healthy older adults and amnestic Mild Cognitive Impairment (aMCI) patients.
METHODS: In this preliminary study, financial literacy was examined with the Big Three Questions in 15 individuals with aMCI and 15 matched healthy controls. Simultaneous measurements of different regional brain volumes were derived from structural MRI and the cognitive performance was assessed with a number of standardized neuropsychological tests (Rey auditory verbal learning test, clock drawing test trail-making test parts A and B, Boston Naming Test, digit span memory test forward and backward, and verbal fluency task).
RESULTS: For the first time, findings suggest lower financial literacy in aMCI compared to matched controls. Spearman correlations revealed that financial literacy correlates with a number of brain volumes (white matter, gray matter, left amygdala, and right frontal medial cortex). Among the cognitive tests, correlations were found only with trail making parts A and B time to completion.
CONCLUSION: The above findings are of importance for clinicians as indicators of need for comprehensive financial capacity assessment of older patients susceptible to financial exploitation.",Vaitsa Giannouli,2026,Frontiers in dementia,Journal Article,eng,,aMCI; brain volumes; financial literacy; healthy; older adults,,,
42008619,10.2196/82488,https://pubmed.ncbi.nlm.nih.gov/42008619/,Objective Assessment of Financial Decision-Making With a Simulated Online Money Management Task in Older Adults: Protocol for a Prospective Observational Study.,"BACKGROUND: Technology-enabled tasks to conduct financial transactions are ubiquitous around the world. In a recent survey, about 75% of the respondents endorsed the use of technology to perform financial activities such as reviewing bank statements and keeping track of money spent. However, assessment of financial decision-making (FDM) is limited by tasks that use traditional paper-and-pencil methods or by relying on self or informant reports. Furthermore, such tools have weak psychometric properties, are prone to biases, and are at times limited in scope. Thus, there is an urgent need to develop modern, technology-based tools that have strong psychometric properties and that can assess FDM comprehensively and accurately.
OBJECTIVE: This study aimed to develop and establish the psychometric properties of a novel, simulated Online Money Management (OMM) credit card task. Based on existing gaps identified in the literature, this task relied on objective measurement, assessed multiple dimensions within a single task, and mimicked a real-world task to bridge the gap between a controlled, clinical setting and real-world functioning.
METHODS: This was a prospective cohort study that enrolled cognitively healthy older adults. This study was funded by the National Institutes of Health. Various recruitment sites were involved, which allowed for the recruitment of older adults across the United States. The OMM task was developed in collaboration with an interdisciplinary team of computer scientists, economists, psychologists, and geriatricians. The tasks consist of both online and offline components, with subcomponents examining the ability to navigate, basic and complex credit card literacy, and statement monitoring. Data about participants' perception of their financial abilities and a self-report survey on financial exploitation were collected. The test battery consisted of an array of cognitive, financial, and psychosocial tasks. Participants provided written informed consent, and all procedures received institutional review board approval.
RESULTS: Data collection began in September 2019, and enrollment stopped in July 2025. A total of 272 participants completed the baseline visit, while 147 completed the longitudinal follow-up visit. Data analysis is underway as of August 2025, and results are expected to be published in 2026.
CONCLUSIONS: Rigorous standards have been deployed for developing this novel OMM credit card task. If the measurement properties of the task are found adequate, the OMM task can be used to assess FDM in clinical evaluations for early detection and prevention or mitigation of financial mismanagement.",Preeti Sunderaraman; Madison Bouchard-Liporto; Zachary Kunicki; Edward D Huey; Stephanie Cosentino,2026,JMIR research protocols,Journal Article; Observational Study,eng,"Humans; Decision Making; Prospective Studies; Psychometrics / methods, instrumentation; Aged; Financial Management / methods; Male; Female",cognition; decision-making; financial management; functional status; neuropsychology; older adults; technology,,,
41987655,10.1080/07317115.2026.2656384,https://pubmed.ncbi.nlm.nih.gov/41987655/,Subjective Cognitive Decline and Financial Exploitation Vulnerability.,"OBJECTIVES: The contextual elements of financial decision-making contributed to the creation of a financial exploitation vulnerability scale. This study was a cross-validation study of earlier findings that financial exploitation vulnerability is significantly related to subjective cognitive decline (SCD), a self-rating of cognitive decline.
METHODS: This study used a website designed for older adults to fill out the financial exploitation vulnerability survey anonymously. In this cross-validation sample, 1,436 adults aged 60 and older completed the survey. Correlational and multiple regression analyses were used to test the study's hypotheses. Chi-square, correlation and regression analyses were used to investigate correlates of financial vulnerability.
RESULTS: Higher financial vulnerability scores were related to SCD, less education, older age, and for persons of color. We collapsed the self-reported racial groups that were Black (6%), Asian (3%), Latino (2.5%), and other self-reported races into one group due to the low representation of these groups in the sample. Regression analyses accounted for 20% of the overall variance for financial exploitation vulnerability scores, and SCD was the strongest predictor.
CONCLUSIONS: The findings support the validity of the Financial Exploitation Vulnerability measure and its use as a clinical risk assessment tool.
CLINICAL IMPLICATIONS: Assessment of SCD is increasingly important. Utilizing measures of financial exploitation risk in clinical settings allows for earlier detection of exploitation vulnerability in persons with SCD, and earlier intervention to help prevent financial exploitation.",LaToya Hall; Peter A Lichtenberg,2026,Clinical gerontologist,Journal Article,eng,,Financial exploitation vulnerability; subjective cognitive decline,,,
